Page Number,School Name,Address 1,Address 2,City,State,Zip,Phone,Principal Name,School Website,District,Grades Served,Data Quality Score,Data Quality Issues
1,21ST CENTURY EARLY LEARNING FOUNDATIONS ACADEMY,"400 S Oklahoma Ave, Weslaco, TX 78596",400 S Oklahoma Ave,Weslaco,TX,78596,(956) 969-6620,Claudia Martinez,http://www.wisd.us/,Weslaco ISD,Prekindergarten - Prekindergarten,100,
1,A B DUNCAN COLLEGIATE ELEM,"1101 S 8th St, Floydada, TX 79235",1101 S 8th St,Floydada,TX,79235,(806) 983-5332,Mrs Monica Smith,http://www.floydadaisd.esc17.net/,Floydada Collegiate ISD,Early Education - Grade 5,100,
1,A B MCBAY ELEM,"1000 N Ross, Mexia, TX 76667",1000 N Ross,Mexia,TX,76667,(254) 562-4030,Mrs Carolyn Cummings,http://www.mexiaisd.net/,Mexia ISD,Early Education - Grade 2,100,
1,A G ELDER ELEM,"513 Henderson St, Joshua, TX 76058",513 Henderson St,Joshua,TX,76058,(817) 202-2500,Mrs Kim Cassidy,http://www.joshuaisd.org/,Joshua ISD,Early Education - Grade 5,100,
1,A M OCHOA ELEM,"424 S 11th St, Donna, TX 78537",424 S 11th St,Donna,TX,78537,(956) 464-1900,Mr Alfonso Sayavedra,http://www.donnaisd.net/,Donna ISD,Prekindergarten - Grade 5,100,
1,A M PATE ELEM,"3800 Anglin Dr, Fort Worth, TX 76119",3800 Anglin Dr,Fort Worth,TX,76119,(817) 815-3800,Ms Rochelle Horton,http://www.fortworthisd.org/,Fort Worth ISD,Prekindergarten - Grade 5,100,
1,A N RICO ELEM,"2202 N International Blvd, Weslaco, TX 78596",2202 N International Blvd,Weslaco,TX,78596,(956) 969-6815,Ms Jennifer Luna,http://rico.wisd.us/,Weslaco ISD,Prekindergarten - Grade 5,100,
1,A P BEUTEL ELEM,"300 Ligustrum St, Lake Jackson, TX 77566",300 Ligustrum St,Lake Jackson,TX,77566,(979) 730-7165,Laura Morris,Not Found,Brazosport ISD,Kindergarten - Grade 4,90,School Website not available
1,A V CATO ELEM,"4501 Barbara Rd, Fort Worth, TX 76114",4501 Barbara Rd,Fort Worth,TX,76114,(817) 252-2400,Mrs Meredith Michelle Strambler,http://avc.castleberryisd.net/,Castleberry ISD,Prekindergarten - Grade 5,100,
1,A+ ACADEMY ELEM,"10327 Rylie Rd, Dallas, TX 75217",10327 Rylie Rd,Dallas,TX,75217,(972) 557-5578,Michelle Thrash,http://www.rylieffa.com/,A+ Academy,Prekindergarten - Grade 6,100,
1,AARON PARKER ELEM,"98 CR 44112, Powderly, TX 75473",98 CR 44112,Powderly,TX,75473,(903) 732-3066,Mrs Kristin Hughes,http://www.northlamar.net/,North Lamar ISD,Prekindergarten - Grade 4,100,
1,ABBETT ELEM,"730 W Muirfield Rd, Garland, TX 75044",730 W Muirfield Rd,Garland,TX,75044,(972) 675-3000,Ms Kelly Williams,http://www.garlandisdschools.net/abbett,Garland ISD,Kindergarten - Grade 5,100,
1,ABBOTT SCHOOL,"219 S First St, Abbott, TX 76621",219 S First St,Abbott,TX,76621,(254) 582-3011,Jon K Coker,http://www.abbottisd.org/,Abbott ISD,Prekindergarten - Grade 12,100,
1,ABERNATHY ELEM,"505 7th St, Abernathy, TX 79311",505 7th St,Abernathy,TX,79311,(806) 298-4930,Jenci Chambers,http://www.abernathyisd.com/,Abernathy ISD,Early Education - Grade 5,100,
1,ACADEMY EARLY CHILDHOOD CENTER,"311 N Bumblebee Dr, Little River, TX 76554",311 N Bumblebee Dr,Little River,TX,76554,(254) 982-4621,Mrs Kelli Schwake,http://www.academyisd.net/,Academy ISD,Prekindergarten - Grade 2,100,
2,ACADEMY AT CARRIE F THOMAS,"8200 O'brian Way, North Richland Hills, TX 76180",8200 O'brian Way,North Richland Hills,TX,76180,(817) 547-3000,Dr Sabrina Lindsey,http://www.birdvilleschools.net/,Birdville ISD,Prekindergarten - Grade 5,100,
2,ACADEMY AT NOLA DUNN,"201 S Dobson St, Burleson, TX 76028",201 S Dobson St,Burleson,TX,76028,(817) 245-3300,Mr Michael Utterback,http://academy.burlesonisd.net/,Burleson ISD,Kindergarten - Grade 5,100,
2,ACADEMY OF DALLAS,"2324 S Vernon Ave, Dallas, TX 75224",2324 S Vernon Ave,Dallas,TX,75224,(214) 371-9600,Ronny Young,http://academyofdallas.com/,Academy of Dallas,Prekindergarten - Grade 8,100,
2,ACCELERATED INTERDISCIPLINARY ACAD,"12825 Summit Rdg Dr, Houston, TX 77085",12825 Summit Rdg Dr,Houston,TX,77085,(713) 728-9330,Drechelle Edwards,http://www.aiacharterschools.org/,Accelerated Intermediate Academy,Prekindergarten - Grade 6,100,
2,ACHZIGER ELEM,"3300 Ridgeranch Rd, Mesquite, TX 75181",3300 Ridgeranch Rd,Mesquite,TX,75181,(972) 290-4180,Mrs Robin Cathcart,http://www.mesquiteisd.org/,Mesquite ISD,Early Education - Grade 5,100,
2,ACTON ELEM,"3200 Acton Rd, Granbury, TX 76049",3200 Acton Rd,Granbury,TX,76049,(817) 408-4200,Mrs Maggie Walton,http://www.granburyisd.org/,Granbury ISD,Kindergarten - Grade 5,100,
2,ADA MAE FAUBION ELEM,"1209 Cypress Creek Rd, Cedar Park, TX 78613",1209 Cypress Creek Rd,Cedar Park,TX,78613,(512) 570-7500,Staci Cordell,Not Found,Leander ISD,Early Education - Grade 5,90,School Website not available
2,ADAM ELEM,"11303 Honeygrove Ln, Houston, TX 77065",11303 Honeygrove Ln,Houston,TX,77065,(281) 897-4485,Ms Carrie Mccollister,http://www.cfisd.net/,Cypress-Fairbanks ISD,Early Education - Grade 5,100,
2,ADAMS ELEM,"1492 Is Grove Rd, Cleburne, TX 76031",1492 Is Grove Rd,Cleburne,TX,76031,(817) 202-2000,Brandi Geltmeier,http://c-isd.com/,Cleburne ISD,Prekindergarten - Grade 5,100,
2,ADAMS ELEM,"2220 Sherry St, Arlington, TX 76010",2220 Sherry St,Arlington,TX,76010,(682) 867-2130,Nathan Tave,http://www.aisd.net/adams-elementary,Arlington ISD,Early Education - Grade 6,100,
2,ADAMS HILL ELEM,"9627 Adams Hill Dr, San Antonio, TX 78245",9627 Adams Hill Dr,San Antonio,TX,78245,(210) 397-1400,Ms Annette Castillo-Robinson,http://nisd.net/,Northside ISD,Prekindergarten - Grade 5,100,
2,ADELFA BOTELLO CALLEJO ELEM,"7817 Military Pkwy, Dallas, TX 75227",7817 Military Pkwy,Dallas,TX,75227,(972) 749-5700,Christie L Samuel,http://www.dallasisd.org/callejo,Dallas ISD,Prekindergarten - Grade 5,100,
2,ADELLE TURNER ELEM,"5505 S Polk St, Dallas, TX 75232",5505 S Polk St,Dallas,TX,75232,(972) 794-6300,Michael D Nickson,http://www.dallasisd.org/turner,Dallas ISD,Prekindergarten - Grade 5,100,
2,ADRIAN SCHOOL,"301 Matador Dr, Adrian, TX 79001",301 Matador Dr,Adrian,TX,79001,(806) 538-6203,Dawn Brooks,http://adrianisd.net/,Adrian ISD,Prekindergarten - Grade 12,100,
2,ADVANCED LEARNING ACADEMY,"621 W Euclid, San Antonio, TX 78212",621 W Euclid,San Antonio,TX,78212,(210) 738-9763,Emily K Bieser,http://schools.saisd.net/page/026.homepage,San Antonio ISD,Prekindergarten - Grade 12,100,
3,ADVANTAGE ACADEMY,"955 Freetown Rd, Grand Prairie, TX 75051",955 Freetown Rd,Grand Prairie,TX,75051,(214) 276-5800,Tonya Williams,http://www.advantageacademy.org/,Advantage Academy,Prekindergarten - Grade 12,100,
3,AGNES COTTON ACADEMY,"1616 Blanco Rd, San Antonio, TX 78212",1616 Blanco Rd,San Antonio,TX,78212,(210) 738-9780,Rawan Hammoudeh,http://schools.saisd.net/page/117.homepage,San Antonio ISD,Prekindergarten - Grade 8,100,
3,AGUA DULCE ELEM,"1 Longhorn Dr, Agua Dulce, TX 78330",1 Longhorn Dr,Agua Dulce,TX,78330,(361) 998-2335,Nora Lopez,http://www.adisd.net/,Agua Dulce ISD,Prekindergarten - Grade 5,100,
3,AIDA C ESCOBAR ELEM,"901 W Kelly St, Pharr, TX 78577",901 W Kelly St,Pharr,TX,78577,(956) 354-2920,Catarina Espinoza,http://www.psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
3,AIKEN ELEM,"6290 Southmost Rd, Brownsville, TX 78521",6290 Southmost Rd,Brownsville,TX,78521,(956) 986-5200,Deyanira Garcia,http://www.bisd.us/aiken/,Brownsville ISD,Prekindergarten - Grade 5,100,
3,AIKIN ELEM,"12300 Pleasant Vly Dr, Dallas, TX 75243",12300 Pleasant Vly Dr,Dallas,TX,75243,(469) 593-1820,Allison Congdon,http://risd.org/,Richardson ISD,Prekindergarten - Grade 6,100,
3,AIKIN ELEM,"3100 Pine Mill Rd, Paris, TX 75460",3100 Pine Mill Rd,Paris,TX,75460,(903) 737-7443,Mrs Kimberly Donnan,http://aes.parisisd.net/,Paris ISD,Kindergarten - Grade 4,100,
3,AIKMAN ELEM,"900 Ave K, Hereford, TX 79045",900 Ave K,Hereford,TX,79045,(806) 363-7640,Mrs Sandra Maldonado,http://www.herefordisd.net/,Hereford ISD,Kindergarten - Grade 5,100,
3,AIRPORT ELEM,"410 N Airport Dr, Weslaco, TX 78596",410 N Airport Dr,Weslaco,TX,78596,(956) 969-6770,Ms Ida Cuadra,http://airport.wisd.us/,Weslaco ISD,Prekindergarten - Grade 5,100,
3,AKIN ELEM,"N Ave K, Hale Center, TX 79041",N Ave K,Hale Center,TX,79041,(806) 839-2121,Sherri Locke,http://www.hcisdowls.net/,Hale Center ISD,Prekindergarten - Grade 4,100,
3,ALAMO ELEM,"6100 N Main, Baytown, TX 77521",6100 N Main,Baytown,TX,77521,(281) 420-4595,Leah Abbate,Not Found,Goose Creek CISD,Prekindergarten - Grade 5,90,School Website not available
3,ALBA-GOLDEN ELEM,"1373 CR 2377, Alba, TX 75410",1373 CR 2377,Alba,TX,75410,(903) 768-2472,Mr Chris Massey,http://www.agisd.com/,Alba-Golden ISD,Early Education - Grade 5,100,
3,ALBERT & IOLA LEE DAVIS MALVERN ELEM,"1100 Eldorado Pkwy, McKinney, TX 75069",1100 Eldorado Pkwy,McKinney,TX,75069,(469) 302-5300,Rhonda Gilliam,Not Found,McKinney ISD,Kindergarten - Grade 5,90,School Website not available
3,ALBERTO AND CELIA BARRERA ELEM,"1400 N Lopez St, Rio Grande City, TX 78582",1400 N Lopez St,Rio Grande City,TX,78582,(956) 716-6917,Mr Miguel David Guerrero,http://www.rgccisd.org/,Rio Grande City Grulla ISD,Prekindergarten - Grade 5,100,
3,ALCORTA ELEM,"2650 S 32nd St, Abilene, TX 79605",2650 S 32nd St,Abilene,TX,79605,(325) 690-3602,Michele Josselet,http://www.abileneisd.org/,Abilene ISD,Kindergarten - Grade 5,100,
4,ALCOTT ELEM,"5859 Bellfort, Houston, TX 77033",5859 Bellfort,Houston,TX,77033,(713) 732-3540,Ms Kim J Williams,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
4,ALDERSON ELEM,"219 Walnut Ave, Lubbock, TX 79403",219 Walnut Ave,Lubbock,TX,79403,(806) 219-8000,Drue Coleman,Not Found,Lubbock ISD,Prekindergarten - Grade 5,90,School Website not available
4,ALDRIDGE ELEM,"720 Pleasant Valley Ln, Richardson, TX 75080",720 Pleasant Valley Ln,Richardson,TX,75080,(469) 752-0000,Ms Antreshawn Buhl,http://www.pisd.edu/,Plano ISD,Kindergarten - Grade 5,100,
4,ALEX SANGER PREPARATORY SCHOOL,"8410 San Leandro Dr, Dallas, TX 75218",8410 San Leandro Dr,Dallas,TX,75218,(972) 749-7600,Hector Martinez,http://www.dallasisd.org/sanger,Dallas ISD,Prekindergarten - Grade 8,100,
4,ALEXANDER ELEM,"8500 Brookwulf, Houston, TX 77099",8500 Brookwulf,Houston,TX,77099,(281) 983-8300,Ms Kathleen Difelice,http://www.aliefisd.net/,Alief ISD,Early Education - Grade 4,100,
4,ALFONSO RAMIREZ ELEM,"1700 W Alberta Rd, Edinburg, TX 78539",1700 W Alberta Rd,Edinburg,TX,78539,(956) 289-2425,Ms Priscilla Trigo,Not Found,Edinburg CISD,Prekindergarten - Grade 5,90,School Website not available
4,ALFRED SORENSEN ELEM,"701 E Sam Houston, San Juan, TX 78589",701 E Sam Houston,San Juan,TX,78589,(956) 354-2910,Giselle Martinez,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
4,ALICE CARLSON APPLIED LRN CTR,"3320 W Cantey St, Fort Worth, TX 76109",3320 W Cantey St,Fort Worth,TX,76109,(817) 815-5700,Ms Elizabeth Kelz,http://www.fortworthisd.org/,Fort Worth ISD,Kindergarten - Grade 5,100,
4,ALICE D CONTRERAS,"4100 Lubbock Ave, Fort Worth, TX 76115",4100 Lubbock Ave,Fort Worth,TX,76115,(817) 814-7800,Amelia Cortes Rangel,http://www.fortworthisd.org/,Fort Worth ISD,Prekindergarten - Grade 5,100,
4,ALICE MOORE ALEXANDER,"800 Mack Pl, Denton, TX 76209",800 Mack Pl,Denton,TX,76209,(940) 369-3500,Miss Lindsay Henderson,Not Found,Denton ISD,Prekindergarten - Grade 5,90,School Website not available
4,ALICE PONDER ELEM,"101 Pleasant Ridge Dr, Mansfield, TX 76063",101 Pleasant Ridge Dr,Mansfield,TX,76063,(817) 299-7700,Mr David Thayer,http://ponder.mansfieldisd.org/,Mansfield ISD,Early Education - Grade 4,100,
4,ALICE W DOUSE ELEM,"700 Rebecca Lynn Ln, Killeen, TX 76542",700 Rebecca Lynn Ln,Killeen,TX,76542,(254) 336-7480,Ms Stephanie Ford,http://www.killeenisd.org/,Killeen ISD,Prekindergarten - Grade 5,100,
4,ALICIA R CHACON INTERNATIONAL,"920 Burgundy Dr, El Paso, TX 79907",920 Burgundy Dr,El Paso,TX,79907,(915) 434-9200,Ms Candice Arispe,http://aliciachacon.yisd.net/,Ysleta ISD,Kindergarten - Grade 8,100,
4,ALIEF MONTESSORI COMMUNITY SCHOOL,"12013 6th St, Houston, TX 77072",12013 6th St,Houston,TX,77072,(281) 530-9406,Delia Presillas,http://amcsmontessori.org/,Alief Montessori Community School,Prekindergarten - Grade 8,100,
4,ALKEK ELEM,"1798 Hwy 173 S, Bandera, TX 78003",1798 Hwy 173 S,Bandera,TX,78003,(830) 460-3900,Ms Dixie Moseley,http://banderaisd.net/,Bandera ISD,Early Education - Grade 5,100,
5,ALLEN & WILLIAM ARNOLD ELEM,"615 W El Dora Rd, Pharr, TX 78577",615 W El Dora Rd,Pharr,TX,78577,(956) 354-2710,Pedro Trevino,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
5,ALLEN ELEM,"101 Dumont Dr, San Antonio, TX 78227",101 Dumont Dr,San Antonio,TX,78227,(210) 397-0800,Ms Erika Zagala,http://nisd.net/,Northside ISD,Early Education - Grade 5,100,
5,ALLEN ELEM,"5800 Legacy Dr, Frisco, TX 75034",5800 Legacy Dr,Frisco,TX,75034,(469) 633-3800,Ms Michele Lott,http://www.friscoisd.org/,Frisco ISD,Kindergarten - Grade 5,100,
5,ALLEN ELEM,"1414 18th St, Corpus Christi, TX 78404",1414 18th St,Corpus Christi,TX,78404,(361) 878-2140,Ms Jennifer Allen-Perez,http://allen.ccisd.us/,Corpus Christi ISD,Prekindergarten - Grade 5,100,
5,ALLIENE MULLENDORE ELEM,"4100 Flory St, North Richland Hills, TX 76180",4100 Flory St,North Richland Hills,TX,76180,(817) 547-1900,Merritt Dobecka,http://www.birdvilleschools.net/,Birdville ISD,Early Education - Grade 5,100,
5,ALLISON ELEM,"515 Vargas Rd, Austin, TX 78741",515 Vargas Rd,Austin,TX,78741,(512) 414-2004,Ms Lupe Molina,http://www.austinisd.org/schools/allison,Austin ISD,Prekindergarten - Grade 5,100,
5,ALMA BREWER STRAWN ELEM,"9000 FM 1854, Dale, TX 78616",9000 FM 1854,Dale,TX,78616,(512) 398-0630,Benjamin Grijalva,Not Found,Lockhart ISD,Kindergarten - Grade 5,90,School Website not available
5,ALMEDA ELEM,"14249 Bridgeport Rd, Houston, TX 77047",14249 Bridgeport Rd,Houston,TX,77047,(713) 434-5620,Mr Ian Olmstead,http://www.houstonisd.org/,Houston ISD,Early Education - Grade 5,100,
5,ALOE ELEM,"62 Chaparral, Victoria, TX 77901",62 Chaparral,Victoria,TX,77901,(361) 788-9509,Mrs Kristina Hurley,Not Found,Victoria ISD,Prekindergarten - Grade 5,90,School Website not available
5,ALONSO S PERALES ELEM,"1507 Ceralvo St, San Antonio, TX 78237",1507 Ceralvo St,San Antonio,TX,78237,(210) 898-4260,Mr Jorge Medrano,http://www.eisd.net/,Edgewood ISD,Prekindergarten - Grade 5,100,
5,ALPINE ELEM,"200 E Ave A, Alpine, TX 79830",200 E Ave A,Alpine,TX,79830,(432) 837-7730,Mr Curtis Wubbena,http://www.alpine.esc18.net/,Alpine ISD,Prekindergarten - Grade 4,100,
5,ALTA LOMA ELEM,"1700 N Garfield St, San Angelo, TX 76901",1700 N Garfield St,San Angelo,TX,76901,(325) 947-3914,Lauri Herndon,http://altaloma.saisd.org/,San Angelo ISD,Early Education - Grade 5,100,
5,ALTA VISTA ELEM,"3637 Alta Vista Dr, Waco, TX 76706",3637 Alta Vista Dr,Waco,TX,76706,(254) 662-3050,Ms Lindsey Helton,http://altavista.wacoisd.org/cms/One.aspx,Waco ISD,Prekindergarten - Grade 5,100,
5,ALTO BONITO ELEM,"753 FM 2360, Rio Grande City, TX 78582",753 FM 2360,Rio Grande City,TX,78582,(956) 370-4238,Mrs Yvette Pena,Not Found,Rio Grande City Grulla ISD,Prekindergarten - Grade 5,90,School Website not available
5,ALTO ELEM,"236 CR 2429, Alto, TX 75925",236 CR 2429,Alto,TX,75925,(936) 858-7170,Mrs Candis Mabry,Not Found,Alto ISD,Prekindergarten - Grade 4,90,School Website not available
6,ALTON BOWEN ELEM,"3870 Copperfield Dr, Bryan, TX 77802",3870 Copperfield Dr,Bryan,TX,77802,(979) 209-1300,Mrs Kimberly Guess,http://bowen.bryanisd.org/,Bryan ISD,Early Education - Grade 4,100,
6,ALTON BOYD ELEM,"800 Jupiter Rd, Allen, TX 75002",800 Jupiter Rd,Allen,TX,75002,(972) 727-0560,Ms Roxxy Griffin,http://www.allenisd.org/web/Boyd_Elementary/Index.htm,Allen ISD,Kindergarten - Grade 6,100,
6,ALTON ELEM,"205 N Chicago, Alton, TX 78573",205 N Chicago,Alton,TX,78573,(956) 323-7600,Mrs Blanca Lopez,Not Found,Mission CISD,Prekindergarten - Grade 5,90,School Website not available
6,ALTON ELEM,"1210 S Market St, Brenham, TX 77833",1210 S Market St,Brenham,TX,77833,(979) 277-3870,Mr Michael Ogg,Not Found,Brenham ISD,Kindergarten - Grade 4,90,School Website not available
6,ALVARADO ELEM-NORTH,"1500 N Cummings, Alvarado, TX 76009",1500 N Cummings,Alvarado,TX,76009,(817) 783-6863,Ms Kristi Payne,http://alvaradoisd.net/,Alvarado ISD,Early Education - Grade 2,100,
6,ALVARADO ELEM-SOUTH,"1000 E Davis, Alvarado, TX 76009",1000 E Davis,Alvarado,TX,76009,(817) 783-6880,Ms Jalynn Burnes,http://alvaradoisd.net/,Alvarado ISD,Prekindergarten - Grade 2,100,
6,ALVAREZ ELEM,"2606 Gumwood Ave, McAllen, TX 78501",2606 Gumwood Ave,McAllen,TX,78501,(956) 971-4471,Mrs Melissa Lara,http://alvarez.mcallenisd.org/,McAllen ISD,Prekindergarten - Grade 5,100,
6,ALVIN ELEM,"2200 Westpark Dr, Alvin, TX 77511",2200 Westpark Dr,Alvin,TX,77511,(281) 585-2511,Mrs Lori Gonzalez,http://www.alvinisd.net/Domain/9,Alvin ISD,Early Education - Grade 5,100,
6,ALVIS C STORY ELEM,"1550 Edelweiss Dr, Allen, TX 75002",1550 Edelweiss Dr,Allen,TX,75002,(972) 727-0570,Mrs Amanda Tabor,http://www.allenisd.org/web/Story_Elementary/Index.htm,Allen ISD,Kindergarten - Grade 6,100,
6,ALVORD ELEM,"711 W Stadium Dr, Alvord, TX 76225",711 W Stadium Dr,Alvord,TX,76225,(940) 427-2881,Jamie Mitchell,http://www.alvordisd.net/,Alvord ISD,Early Education - Grade 5,100,
6,AMANDA GARZA-PENA ELEM,"500 E FM 495, San Juan, TX 78589",500 E FM 495,San Juan,TX,78589,(956) 354-2800,Ms Judith Canales,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
